run_id,agency_name,domain,web_project_url,web_project_name,nexo_project_id,nexo_project_name,match_score,match_class,matched_on_agency,matched_on_project_name,matched_on_district,matched_on_address,matched_on_coordinates,matched_on_slug,justification,requires_human_review,reviewed_status,reviewed_by,reviewed_at
webs_propias_phase6_2026-06-14T20-43-40-390Z,CONSTRUCTORA MALLORCA,constructoramallorca.com,https://www.constructoramallorca.com/proyecto-madecani,Proyecto Madecani,,Piura,29.9,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Piura; score=29.9 | agency=1 | project=0.12 | district=0.28 | address=0.08 | coords=0 | slug=0.12,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,CONSTRUCTORA MALLORCA,constructoramallorca.com,https://www.constructoramallorca.com/proyecto-chacaltana,Proyecto Miraflores,,Piura,46.04,unmatched_web,true,false,false,true,false,false,Sin score suficiente contra mejor candidato Nexo: Piura; score=46.04 | agency=1 | project=0.18 | district=0.28 | address=1 | coords=0 | slug=0.09,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,PIONERO INMOBILIARIA,pionero.pe,http://www.pionero.pe/proyecto/guardia-civil-sur-314,Guardia Civil Sur 314,4116,Guardia Civil Sur 314,78.81,match_medium,true,true,true,false,false,true,score=78.81 | agency=1 | project=1 | district=1 | address=0.25 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,PIONERO INMOBILIARIA,pionero.pe,http://www.pionero.pe/proyecto/reducto-1421,Reducto 1421,2795,Reducto 1421,77.76,match_medium,true,true,false,true,false,true,score=77.76 | agency=1 | project=1 | district=0.18 | address=1 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,EDIFICA,edifica.com.pe,https://edifica.com.pe/soul-departamento-miraflores,Soul,,The Muse,43.7,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: The Muse; score=43.7 | agency=1 | project=0.12 | district=1 | address=0.25 | coords=0 | slug=0.18,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,EDIFICA,edifica.com.pe,https://edifica.com.pe/artinto-departamento-barranco,Artinto,,Affinity,41.94,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Affinity; score=41.94 | agency=1 | project=0.46 | district=0.18 | address=0.11 | coords=0 | slug=0.28,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,INVENT INMOBILIARIA,invent.com.pe,https://invent.com.pe/departamentos-en-venta-magdalena/aliaga-435,ALIAGA 435 – Departamentos en Magdalena desde S/ 357 900,2056,Invent Juan de Aliaga,52.41,match_low,true,false,true,false,false,false,score=52.41 | agency=1 | project=0.33 | district=1 | address=0.22 | coords=0 | slug=0.5,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,INVENT INMOBILIARIA,invent.com.pe,https://invent.com.pe/departamentos-en-venta-barranco/patria,PATRIA – Departamentos en Barranco desde S/ 313 000,2430,PATRIA,78.07,match_medium,true,true,true,false,false,true,score=78.07 | agency=1 | project=1 | district=1 | address=0.2 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,Cresiente,esparq.com,https://eomgrupo.com/proyectos-filtro.php?codigod=001,EOM GRUPO,,BLUE,25.1,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: BLUE; score=25.1 | agency=1 | project=0 | district=0.18 | address=0.13 | coords=0 | slug=0.09,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,Cresiente,esparq.com,https://eomgrupo.com/proyectos-filtro.php?codigod=002,EOM GRUPO,,BLUE,25.59,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: BLUE; score=25.59 | agency=1 | project=0 | district=0.09 | address=0.25 | coords=0 | slug=0.09,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,PADOVA,padovasac.com,https://padovasac.com/proyectos/heliocercado,Helio,3186,HELIO SANTA BEATRIZ,70.6,match_medium,true,true,false,false,false,true,score=70.6 | agency=1 | project=1 | district=0.31 | address=0.4 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,PADOVA,padovasac.com,https://padovasac.com/proyectos/lomas-de-carabayllo-iv,Lomas de Carabayllo: IV ETAPA,3632,Lomas de Carabayllo Etapa 5,75,match_medium,true,true,true,false,false,true,score=75 | agency=1 | project=0.75 | district=1 | address=0.67 | coords=0 | slug=0.75,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,ABRIL GRUPO INMOBILIARIO,abril.pe,https://abril.pe/proyectos/proximos-proyectos/proximos-proyectos-gracias,Próximos Proyectos Gracias,,Máximo Abril,33.8,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Máximo Abril; score=33.8 | agency=1 | project=0.35 | district=0 | address=0 | coords=0 | slug=0.35,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,ABRIL GRUPO INMOBILIARIO,abril.pe,https://abril.pe/proyectos/proximos-proyectos-4,Próximos proyectos,,Pino,33.46,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Pino; score=33.46 | agency=1 | project=0.35 | district=0 | address=0 | coords=0 | slug=0.28,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,EE INMOBILIARIA,eeinmobiliaria.com,https://eeinmobiliaria.com/areas-comunes/facil-acceso-al-departamento,Fácil acceso al departamento,,BALBOA,29.81,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: BALBOA; score=29.81 | agency=1 | project=0.25 | district=0 | address=0 | coords=0 | slug=0.25,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,EE INMOBILIARIA,eeinmobiliaria.com,https://eeinmobiliaria.com/proyectos-sitemap.xml,proyectos sitemap.xml,,La Castellana 863,30.51,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: La Castellana 863; score=30.51 | agency=1 | project=0.26 | district=0 | address=0 | coords=0 | slug=0.26,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,ALBAMAR GRUPO INMOBILIARIO,albamar.com.pe,https://albamar.com.pe/departamentos/distrito/barranco,Venta de departamentos en Barranco I Albamar,3954,Albamar,61.84,match_low,true,true,false,false,false,false,score=61.84 | agency=1 | project=1 | district=0.35 | address=0 | coords=0 | slug=0.33,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,ALBAMAR GRUPO INMOBILIARIO,albamar.com.pe,https://albamar.com.pe/departamentos/distrito/brena,Breña,,Los Poetas,40.15,unmatched_web,false,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: Los Poetas; score=40.15 | agency=0.64 | project=0.31 | district=1 | address=0 | coords=0 | slug=0.31,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,V&V GRUPO INMOBILIARIO,vyv.pe,https://vyv.pe/proyectos-en-venta/pedro-de-osma,PEDRO DE OSMA – VyV,,PARDO 669,48.58,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: PARDO 669; score=48.58 | agency=1 | project=0.26 | district=1 | address=0.2 | coords=0 | slug=0.28,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,V&V GRUPO INMOBILIARIO,vyv.pe,https://vyv.pe/proyectos-en-venta/santa-beatriz,MONTERO ROSAS 1080 – VyV,4145,MONTERO ROSAS 1080,71.05,match_medium,true,true,false,false,false,true,score=71.05 | agency=1 | project=1 | district=0.15 | address=0.67 | coords=0 | slug=0.75,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO MG,grupomg.pe,https://grupomg.pe/departamentos-en-venta,Departamentos,,CENTRIUM - SANTA BEATRIZ,21.25,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: CENTRIUM - SANTA BEATRIZ; score=21.25 | agency=1 | project=0 | district=0 | address=0 | coords=0 | slug=0.25,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO MG,grupomg.pe,https://grupomg.pe/departamentos/jesus-maria-allure,"Departamentos en venta Jesús María, mejor ubicación en Lima",3899,ALLURE - JESÚS MARÍA,78.33,match_medium,true,false,true,true,false,true,score=78.33 | agency=1 | project=0.67 | district=1 | address=1 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO T&C,grupotyc.com,https://www.grupotyc.com/catalino-uno-de-los-proyectos-con-mas-areas-comunes-en-barranco,"CATALINO, UNO DE LOS PROYECTOS CON MÁS ÁREAS COMUNES EN BARRANCO",,LOOK&FEEL - Etapa 2,28,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: LOOK&FEEL - Etapa 2; score=28 | agency=1 | project=0.2 | district=0 | address=0 | coords=0 | slug=0.2,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO T&C,grupotyc.com,https://www.grupotyc.com/la-primera-impresion-cuenta-los-lobbies-y-su-importancia-en-los-proyectos-inmobiliarios,LA PRIMERA IMPRESIÓN CUENTA: LOS LOBBIES Y SU IMPORTANCIA EN LOS PROYECTOS INMOBILIARIOS,,Tree San Isidro,26.76,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Tree San Isidro; score=26.76 | agency=1 | project=0.17 | district=0 | address=0 | coords=0 | slug=0.18,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,HL DESARROLLOS INMOBILIARIOS,hldi.pe,https://hldi.pe/proyectos/friendz,Departamentos en Chorrillos en Entrega Inmediata,,Urban Mood Apartments,44.49,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: Urban Mood Apartments; score=44.49 | agency=1 | project=0.16 | district=1 | address=0.2 | coords=0 | slug=0.16,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,HL DESARROLLOS INMOBILIARIOS,hldi.pe,https://hldi.pe/proyectos/sq-2-work-living,Departamentos en Surquillo,,Urban Mood Apartments,43.52,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: Urban Mood Apartments; score=43.52 | agency=1 | project=0.13 | district=1 | address=0.2 | coords=0 | slug=0.18,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,REYNA INMOBILIARIA,reynainmobiliaria.pe,https://reynainmobiliaria.pe/como-elegir-tu-departamento-ideal-en-lima-familia-pareja-o-individual,"Cómo elegir tu departamento ideal en Lima: ¿familia, pareja o individual?",,Amber Park,24.6,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Amber Park; score=24.6 | agency=1 | project=0.12 | district=0 | address=0 | coords=0 | slug=0.12,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,REYNA INMOBILIARIA,reynainmobiliaria.pe,https://reynainmobiliaria.pe/diseno-e-innovacion-en-inmuebles-que-hace-especial-a-una-vivienda-reyna,Diseño e innovación en inmuebles: ¿qué hace especial a una vivienda Reyna?,,Amber Park,24.21,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Amber Park; score=24.21 | agency=1 | project=0.1 | district=0 | address=0 | coords=0 | slug=0.12,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,COSAPI,cosapiinmobiliaria.com.pe,https://cosapiinmobiliaria.com.pe/proyectos/pazea,Proyecto Pazea,3621,PAZEA,77.82,match_medium,true,true,true,false,false,true,score=77.82 | agency=1 | project=1 | district=1 | address=0.19 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,COSAPI,cosapiinmobiliaria.com.pe,https://cosapiinmobiliaria.com.pe/proyectos/bosqo,Proyecto Bosqo,3619,BOSQO,71.97,match_medium,true,true,false,false,false,true,score=71.97 | agency=1 | project=1 | district=0.13 | address=0.67 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO TyC,grupotyc.com,https://www.grupotyc.com/catalino-uno-de-los-proyectos-con-mas-areas-comunes-en-barranco,"CATALINO, UNO DE LOS PROYECTOS CON MÁS ÁREAS COMUNES EN BARRANCO",,Bertolotto - Etapa III,25.6,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Bertolotto - Etapa III; score=25.6 | agency=1 | project=0.14 | district=0 | address=0 | coords=0 | slug=0.14,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO TyC,grupotyc.com,https://www.grupotyc.com/la-primera-impresion-cuenta-los-lobbies-y-su-importancia-en-los-proyectos-inmobiliarios,LA PRIMERA IMPRESIÓN CUENTA: LOS LOBBIES Y SU IMPORTANCIA EN LOS PROYECTOS INMOBILIARIOS,,Bertolotto - Etapa III,27.25,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Bertolotto - Etapa III; score=27.25 | agency=1 | project=0.18 | district=0 | address=0 | coords=0 | slug=0.18,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,ABRIL GRUPO INMOBILIARIO,abril.pe,https://abril.pe/departamentos/cercado-de-lima/roble,Roble,3693,Roble,90,match_high,true,true,true,true,false,true,score=90 | agency=1 | project=1 | district=1 | address=1 | coords=0 | slug=1,false,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,ABRIL GRUPO INMOBILIARIO,abril.pe,https://abril.pe/departamentos/cercado-de-lima/cedro33,Cedro 33,3453,Cedro 33,67.35,match_low,true,true,false,false,false,true,score=67.35 | agency=1 | project=1 | district=0.23 | address=0.26 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,EE INMOBILIARIA,eeinmobiliaria.com,https://eeinmobiliaria.com/proyectos/centrix-28,Centrix 28,3025,Centrix 28,81.82,match_medium,true,true,true,false,false,true,score=81.82 | agency=1 | project=1 | district=1 | address=0.45 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,EE INMOBILIARIA,eeinmobiliaria.com,https://eeinmobiliaria.com/proyectos/bosquia-living,Bosquia Living,3968,Bosquia Living,76.97,match_medium,true,true,false,true,false,true,score=76.97 | agency=1 | project=1 | district=0.13 | address=1 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO MG,grupomg.pe,https://grupomg.pe/departamentos/jesus-maria-huiracocha,"Departamentos en Jesús María, Lima",3797,HUIRACOCHA - JESÚS MARÍA,78.33,match_medium,true,false,true,true,false,true,score=78.33 | agency=1 | project=0.67 | district=1 | address=1 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO T&C,grupotyc.com,https://www.grupotyc.com/proyectos/minimal,Minimal Santa Beatriz,3053,MINIMAL,67.27,match_low,false,true,false,true,false,true,score=67.27 | agency=0.61 | project=1 | district=0 | address=1 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO T&C,grupotyc.com,https://www.grupotyc.com/proyectos/aspiria,Grupo TyC,1631,ASPIRIA,53.23,match_low,true,false,true,true,false,true,score=53.23 | agency=1 | project=0 | district=1 | address=0.88 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,REYNA INMOBILIARIA,reynainmobiliaria.pe,https://reynainmobiliaria.pe/vivum-inicio-obras,Proyecto Vivum celebra su inicio de obras,3581,Vivum,76.38,match_medium,true,true,false,true,false,true,score=76.38 | agency=1 | project=1 | district=0.09 | address=1 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,REYNA INMOBILIARIA,reynainmobiliaria.pe,https://reynainmobiliaria.pe/proyectos-entregados,Proyectos entregados,,BRAN,30.81,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: BRAN; score=30.81 | agency=1 | project=0.18 | district=0.23 | address=0 | coords=0 | slug=0.18,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO TyC,grupotyc.com,https://www.grupotyc.com/proyectos/minimal,Minimal Santa Beatriz,3053,MINIMAL,75,match_medium,true,true,false,true,false,true,score=75 | agency=1 | project=1 | district=0 | address=1 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO TyC,grupotyc.com,https://www.grupotyc.com/proyectos/aspiria,Grupo TyC,,ASPIRIA,45.49,unmatched_web,false,false,true,true,false,true,Sin score suficiente contra mejor candidato Nexo: ASPIRIA; score=45.49 | agency=0.61 | project=0 | district=1 | address=0.88 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO SOL,gruposol.com.pe,https://gruposol.com.pe/proyecto/prime-santa-cruz,Prime Santa Cruz,4065,PRIME SANTA CRUZ,78.68,match_medium,true,true,true,false,false,true,score=78.68 | agency=1 | project=1 | district=1 | address=0.25 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRUPO SOL,gruposol.com.pe,https://gruposol.com.pe/proyecto/nuovavita,NuovaVita,3371,NUOVA VITA,75.02,match_medium,true,true,true,false,false,true,score=75.02 | agency=1 | project=0.83 | district=1 | address=0.46 | coords=0 | slug=0.83,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,MADRID INMOBILIARIA,madridinmobiliaria.pe,https://madridinmobiliaria.pe/departamentos-venta/jesus-maria-park-side,Nuestros Proyectos Inmobiliarios en Lima,,Mareia,44.61,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: Mareia; score=44.61 | agency=1 | project=0.18 | district=1 | address=0.14 | coords=0 | slug=0.22,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,MADRID INMOBILIARIA,madridinmobiliaria.pe,https://madridinmobiliaria.pe/departamentos-venta,Nuestros Proyectos Inmobiliarios en Lima,,Mareia,44.58,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: Mareia; score=44.58 | agency=1 | project=0.18 | district=1 | address=0.14 | coords=0 | slug=0.21,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,ACTUAL,actual.pe,https://actual.pe/proyecto/edificio-salaverry-1,Edificio Salaverry I,4007,Salaverry I,88.33,match_high,true,true,true,true,false,false,score=88.33 | agency=1 | project=1 | district=1 | address=1 | coords=0 | slug=0.67,false,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,ACTUAL,actual.pe,https://actual.pe/proyecto/edificio-park-orquideas,Edificio Park Orquídeas,3666,Park Orquídeas,76.93,match_medium,true,true,true,false,false,true,score=76.93 | agency=1 | project=1 | district=1 | address=0.13 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,INMGENIO,inmgenio.pe,https://www.inmgenio.pe/cotiza-tu-proyecto,Cotiza Departamentos En Preventa Lima,,GRETA,45.54,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: GRETA; score=45.54 | agency=1 | project=0.16 | district=1 | address=0.26 | coords=0 | slug=0.2,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,INMGENIO,inmgenio.pe,https://www.inmgenio.pe/proyectos/alonso,Alonso,4046,ALONSO,68.12,match_low,true,true,false,false,false,true,score=68.12 | agency=1 | project=1 | district=0.18 | address=0.36 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRV CORPORATIVA,grvcorp.com,https://grvcorp.com/proyectos/solara,Condominio Club Playa en Tumbes,,CASTILLO DE ARENA - CONDOMINIO CLUB DE PLAYA,48.95,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: CASTILLO DE ARENA - CONDOMINIO CLUB DE PLAYA; score=48.95 | agency=1 | project=0.6 | district=0.18 | address=0.15 | coords=0 | slug=0.6,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GRV CORPORATIVA,grvcorp.com,https://grvcorp.com/proyectos/baiona,"Baiona, el único condominio de playa en Casma",3617,BAIONA,64.11,match_low,true,true,false,false,false,true,score=64.11 | agency=1 | project=1 | district=0.09 | address=0.18 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,CONSTRUCTORA INARCO,inarco.com.pe,https://inarco.com.pe/proyectos-ejecutados,Proyectos Ejecutados,,MAZ - Etapa 1,35.13,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: MAZ - Etapa 1; score=35.13 | agency=1 | project=0.17 | district=0.18 | address=0.38 | coords=0 | slug=0.17,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,CONSTRUCTORA INARCO,inarco.com.pe,https://inarco.com.pe/proyectos-ejecutados-varios,Proyectos Ejecutados varios,,MAZ - Etapa 1,34.94,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: MAZ - Etapa 1; score=34.94 | agency=1 | project=0.16 | district=0.18 | address=0.38 | coords=0 | slug=0.16,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,LUGANO,luganosac.com,https://lugano.pe/otros/analisis-exhaustivo-sobre-oportunidades-en-los-proyectos-de-departamentos-en-lima,Análisis Exhaustivo Sobre Oportunidades En Los Proyectos De Departamentos En Lima,,EDIFICIO BLEND,45.37,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: EDIFICIO BLEND; score=45.37 | agency=1 | project=0.17 | district=1 | address=0.25 | coords=0 | slug=0.17,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,LUGANO,luganosac.com,https://lugano.pe/otros/nuevos-proyectos-residenciales-en-jesus-maria-con-lugano,- Nuevos Proyectos Residenciales En Jesús María Con,,EDIFICIO BLEND,43.24,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: EDIFICIO BLEND; score=43.24 | agency=1 | project=0.14 | district=1 | address=0.16 | coords=0 | slug=0.17,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GDC INMOBILIARIA,gdcinmobiliaria.pe,https://gdc.pe/proyecto/park-canevaro,Único Canevaro,,Único Magdalena,46.43,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Único Magdalena; score=46.43 | agency=1 | project=0.5 | district=0.21 | address=0.22 | coords=0 | slug=0.5,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,GDC INMOBILIARIA,gdcinmobiliaria.pe,https://gdc.pe/proyecto/casadeosma_chorrillos,Casa de Osma,3834,Casa de Osma,79.14,match_medium,true,true,false,true,false,true,score=79.14 | agency=1 | project=1 | district=0.28 | address=1 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,AURORA GRUPO INMOBILIARIO,grupoaurora.pe,https://grupoaurora.pe/proyecto/vasco-nunez-141,Departamentos en Miraflores,3518,Vasco Núñez 141,52.5,match_low,true,false,true,true,false,true,score=52.5 | agency=1 | project=0 | district=1 | address=0.83 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,AURORA GRUPO INMOBILIARIO,grupoaurora.pe,https://grupoaurora.pe/proyecto/parque-blume,Parque Blume,3206,Parque Córdova 2,56.99,match_low,true,false,true,false,false,false,score=56.99 | agency=1 | project=0.5 | district=1 | address=0.13 | coords=0 | slug=0.5,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,CANTABRIA,inmobiliariacantabria.com,https://cantabriainmobiliaria.pe/proyecto/versia-miraflores,Versia,3981,VERSIA,87,match_high,true,true,true,true,false,true,score=87 | agency=1 | project=1 | district=1 | address=0.8 | coords=0 | slug=1,false,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,CANTABRIA,inmobiliariacantabria.com,https://cantabriainmobiliaria.pe/proyecto/west-prado,West Prado,3976,WEST PRADO,83.08,match_medium,true,true,true,false,false,true,score=83.08 | agency=1 | project=1 | district=1 | address=0.54 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,FRONTERA,frontera.pe,https://www.frontera.pe/proyectos_del_extranjero,Invierte en Proyectos Inmobiliarios en el Extranjero,,Malecón Costa Sur 658,26.49,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Malecón Costa Sur 658; score=26.49 | agency=1 | project=0.17 | district=0 | address=0 | coords=0 | slug=0.14,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,FRONTERA,frontera.pe,https://www.frontera.pe/proyectos/proyecto-chacaltana,Chacaltana 361,4155,Chacaltana 361,77.76,match_medium,true,true,false,true,false,true,score=77.76 | agency=1 | project=1 | district=0.18 | address=1 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,SEMBRA INMOBILIARIA,sembra.pe,https://sembra.pe/proyecto/re-evolucion,Re-evolución,,Salaverry,41.07,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: Salaverry; score=41.07 | agency=1 | project=0.08 | district=1 | address=0.2 | coords=0 | slug=0.08,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,SEMBRA INMOBILIARIA,sembra.pe,https://sembra.pe/proyecto/qabal,Qabal,,Salaverry,46.18,unmatched_web,true,false,true,false,false,false,Sin score suficiente contra mejor candidato Nexo: Salaverry; score=46.18 | agency=1 | project=0.2 | district=1 | address=0.2 | coords=0 | slug=0.2,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,TORATTO GRUPO INMOBILIARIO,grupotoratto.com,https://www.grupotoratto.com/departamento/vernazza,Vernazza,3328,VERNAZZA,83.57,match_medium,true,true,true,false,false,true,score=83.57 | agency=1 | project=1 | district=1 | address=0.57 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,TORATTO GRUPO INMOBILIARIO,grupotoratto.com,https://www.grupotoratto.com/departamento/monterosso,Monterosso,1940,MONTEROSSO,87.5,match_high,true,true,true,true,false,true,score=87.5 | agency=1 | project=1 | district=1 | address=0.83 | coords=0 | slug=1,false,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,VITAIN,vitain.pe,https://vitain.pe/proyecto/inprime,Edificio Inprime,4165,Edificio InPrime,76.93,match_medium,true,true,false,true,false,true,score=76.93 | agency=1 | project=1 | district=0.33 | address=0.8 | coords=0 | slug=1,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,VITAIN,vitain.pe,https://vitain.pe/proyecto/intower,Edificio InTower,3678,Edificio Incentric,61.73,match_low,true,false,true,false,false,false,score=61.73 | agency=1 | project=0.61 | district=1 | address=0.18 | coords=0 | slug=0.5,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,VIENNA GRUPO INMOBILIARIO,vienna.pe,https://vienna.pe/proyectos-entregado,Proyectos entregado,,Astre,32.27,unmatched_web,true,false,false,false,false,false,Sin score suficiente contra mejor candidato Nexo: Astre; score=32.27 | agency=1 | project=0.31 | district=0 | address=0 | coords=0 | slug=0.31,true,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,VIENNA GRUPO INMOBILIARIO,vienna.pe,https://vienna.pe/proyecto/sukha,Sukha,3241,Residencial Sukha,90,match_high,true,true,true,true,false,true,score=90 | agency=1 | project=1 | district=1 | address=1 | coords=0 | slug=1,false,,,
webs_propias_phase6_2026-06-14T20-43-40-390Z,MS INMOBILIARIA,msinmobiliaria.pe,https://msinmobiliaria.pe/proyectos/oli,OLI,4166,Oli - All inclusive vive pueblo libre,74.3,match_medium,true,true,false,true,false,true,score=74.3 | agency=1 | project=1 | district=0.15 | address=0.8 | coords=0 | slug=1,true,,,
