run_id,source,captured_at,source_url,source_type,extraction_method,extractor_version,agency_name,project_name,district,address,latitude,longitude,typology,bedrooms,total_area,unit_status,unit_count,list_price_avg,currency,delivery_year,delivery_date,description,amenities,contact_name,contact_phone,whatsapp,email,financing_banks,field_confidence,evidence_path
webs_propias_local_2026-06-11T18-26-19-588Z,CONSTRUCTORA MALLORCA,2026-06-11T18:26:19.588Z,https://www.constructoramallorca.com/proyecto-madecani,agency_website,local_project_url_candidate_only,agency-web-archetypes/0.1.0,CONSTRUCTORA MALLORCA,,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_local_2026-06-11T18-26-19-588Z/
webs_propias_local_2026-06-11T18-26-19-588Z,CONSTRUCTORA MALLORCA,2026-06-11T18:26:19.588Z,https://www.constructoramallorca.com/proyecto-chacaltana,agency_website,local_project_url_candidate_only,agency-web-archetypes/0.1.0,CONSTRUCTORA MALLORCA,,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_local_2026-06-11T18-26-19-588Z/
webs_propias_local_2026-06-11T18-26-19-588Z,NEXO INGENIERÍA,2026-06-11T18:26:19.588Z,https://nexoingenieria.com/proyectos-en-venta/,agency_website,local_project_url_candidate_only,agency-web-archetypes/0.1.0,NEXO INGENIERÍA,,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_local_2026-06-11T18-26-19-588Z/
webs_propias_local_2026-06-11T18-26-19-588Z,NEXO INGENIERÍA,2026-06-11T18:26:19.588Z,https://nexoingenieria.com/proyectos-terminados/,agency_website,local_project_url_candidate_only,agency-web-archetypes/0.1.0,NEXO INGENIERÍA,,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_local_2026-06-11T18-26-19-588Z/
webs_propias_local_2026-06-11T18-26-19-588Z,PIONERO INMOBILIARIA,2026-06-11T18:26:19.588Z,http://www.pionero.pe/proyecto/dos-de-mayo-385/,agency_website,local_project_url_candidate_only,agency-web-archetypes/0.1.0,PIONERO INMOBILIARIA,,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_local_2026-06-11T18-26-19-588Z/
webs_propias_local_2026-06-11T18-26-19-588Z,PIONERO INMOBILIARIA,2026-06-11T18:26:19.588Z,http://www.pionero.pe/proyecto/guardia-civil-sur-314/,agency_website,local_project_url_candidate_only,agency-web-archetypes/0.1.0,PIONERO INMOBILIARIA,,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_local_2026-06-11T18-26-19-588Z/
webs_propias_local_2026-06-11T18-26-19-588Z,KALLPA,2026-06-11T18:26:19.588Z,https://constructorakallpa.pe/proyectos-entregados,agency_website,local_project_url_candidate_only,agency-web-archetypes/0.1.0,KALLPA,,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_local_2026-06-11T18-26-19-588Z/
webs_propias_local_2026-06-11T18-26-19-588Z,KALLPA,2026-06-11T18:26:19.588Z,https://constructorakallpa.pe/,agency_website,local_project_url_candidate_only,agency-web-archetypes/0.1.0,KALLPA,,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_local_2026-06-11T18-26-19-588Z/
webs_propias_phase5_2026-06-12T17-56-55-365Z,CONSTRUCTORA MALLORCA,2026-06-12T17:56:55.365Z,https://www.constructoramallorca.com/proyecto-madecani,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,CONSTRUCTORA MALLORCA,Proyecto Madecani,La Victoria,"Av 28 de Julio 3194, La Victoria 🎓 Educación 🍽️ Gastronomía 🏥 Servicios 🛍️ Comercio 📍 Google Maps 🚗 Waze CONTACTANOS",,,Departamento,,7 m2,,,,,,,"Venta de locales comerciales en Lima, descubre nuestros locales en el proyecto Madecani, Seguridad y Ubicación estrategica. Ingresa Ahora",,,943 367 686,+51943367686,ventas@constructoramallorca.com,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/constructora_mallorca_constructoramallorca.com_q5crus.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,CONSTRUCTORA MALLORCA,2026-06-12T17:56:55.365Z,https://www.constructoramallorca.com/proyecto-chacaltana,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,CONSTRUCTORA MALLORCA,Proyecto Miraflores,La Victoria,"Calle Piura 1101, Miraflores 🎓 Educación 🍽️ Gastronomía 🏥 Servicios 🛍️ Comercio 📍 Google Maps 🚗 Waze CONTACTANOS ¡Estás",,,Departamento,3 dormitorios,110 metros cuadrados,En construccion,,,,,,¡Bienvenido a tu nuevo hogar en Miraflores!!,terraza,,943 367 686,+51943367686,ventas@constructoramallorca.com,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/constructora_mallorca_constructoramallorca.com_6rxtr4.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,PIONERO INMOBILIARIA,2026-06-12T17:56:55.365Z,http://www.pionero.pe/proyecto/guardia-civil-sur-314,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,PIONERO INMOBILIARIA,Guardia Civil Sur 314,Chorrillos,Avenida Pardo y Aliaga 699 – Of,,,Departamento,3 dorm,,,,,,,,"Depas de 2 y 3 dorms, cerquita a lo que más te gusta y descuentazo de S/ 120,000*",gimnasio | coworking | parrilla | sum,,950 025 705,+51950025705,,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/pionero_inmobiliaria_pionero.pe_wd3nw2.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,PIONERO INMOBILIARIA,2026-06-12T17:56:55.365Z,http://www.pionero.pe/proyecto/reducto-1421,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,PIONERO INMOBILIARIA,Reducto 1421,Barranco,Av. Reducto 1421 - Miraflores 🔄 Cargando Tipologías de Sperant v3 Conectando a través del proxy de WordPress,,,Departamento,3 dorm,65 m²,En construccion,,,,,,"Depas de 2 y 3 dorms, cerquita a lo que más te gusta y descuentazo de S/ 120,000*",gimnasio | coworking | parrilla | lobby | sum | estacionamiento | jardin | jardín,,950 025 705,+51950025705,,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/pionero_inmobiliaria_pionero.pe_evmrf6.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,EDIFICA,2026-06-12T17:56:55.365Z,https://edifica.com.pe/soul-departamento-miraflores,agency_website,phase5_embedded_json_html,agency-web-archetypes/0.1.0,EDIFICA,Soul,Barranco,"Av 28 de Julio 377, Miraflores DORMITORIOS 1-2-3 METRAJE TOTAL Desde 85m 2 DESCARGAR BROCHURE UBICACIÓN Ubícanos en Av 28 d",,,Departamento,,85m2,Entrega inmediata,,,,,,¿Buscas el lugar ideal para vivir? Soul te ofrece departamentos desde 85m2 en la mejor zona del distrito de Miraflores ¡Ponte en contacto con nosotros!,gimnasio | terraza | piscina | lobby | sum | estacionamiento | sala bar,,2051541,51989344159,servicioalcliente@edifica.com.pe,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/edifica_edifica.com.pe_678mes.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,EDIFICA,2026-06-12T17:56:55.365Z,https://edifica.com.pe/artinto-departamento-barranco,agency_website,phase5_embedded_json_html,agency-web-archetypes/0.1.0,EDIFICA,Artinto,Barranco,"Jirón Pedro Martinto 173, Barranco DORMITORIOS 2-3 METRAJE TOTAL Desde 73m 2 UBICACIÓN Ubícanos en Jirón Pedro Martinto 173, B",,,Departamento,,73m2,Entrega inmediata,,,,,,¿Buscas el lugar ideal para vivir? Artinto te ofrece departamentos desde 73m2 en la mejor zona del distrito de Barranco ¡Ponte en contacto con nosotros!,lobby | sum | sala bar,,2051541,51989344159,servicioalcliente@edifica.com.pe,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/edifica_edifica.com.pe_5mnef0.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,INVENT INMOBILIARIA,2026-06-12T17:56:55.365Z,https://invent.com.pe/departamentos-en-venta-magdalena/aliaga-435,agency_website,phase5_embedded_json_html,agency-web-archetypes/0.1.0,INVENT INMOBILIARIA,ALIAGA 435 – Departamentos en Magdalena desde S/ 357 900,Magdalena del Mar,"Magdalena, Lima",,,Departamento,3 dormitorios,80.29 m2,Entrega inmediata,,,PEN,,,"Departamentos de 3 dormitorios en ALIAGA 435, Magdalena del Mar. Áreas desde 80, Av. Juan de Aliaga 435, Lobby, Área Coworking, Funcional Center, Zona de Parrillas y más áreas comunes. ¡Conoce más con Invent!",coworking | parrilla | piscina | lobby | sum | estacionamiento,,+51 923 149 476,+51 923 149 476,atencionalcliente@invent.com.pe,BCP,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/invent_inmobiliaria_invent.com.pe_lxjg4o.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,INVENT INMOBILIARIA,2026-06-12T17:56:55.365Z,https://invent.com.pe/departamentos-en-venta-barranco/patria,agency_website,phase5_embedded_json_html,agency-web-archetypes/0.1.0,INVENT INMOBILIARIA,PATRIA – Departamentos en Barranco desde S/ 313 000,Barranco,"Barranco, Lima",,,Departamento,2-3 dormitorios,74.30 m2,Entrega inmediata,,,PEN,,,"Departamentos de 2-3 dormitorios en PATRIA, Barranco del Mar. Áreas desde 58, Jr. Carlos Arrieta 380, Lobby, Área Coworking, Centro de Lavado, Bike Parking y más áreas comunes. ¡Conoce más con Invent!",gimnasio | coworking | piscina | lobby | sum | estacionamiento,,+51 923 149 476,+51 923 149 476,atencionalcliente@invent.com.pe,Scotiabank,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/invent_inmobiliaria_invent.com.pe_ypfvb3.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,Cresiente,2026-06-12T17:56:55.365Z,https://eomgrupo.com/proyectos-filtro.php?codigod=001,agency_website,phase5_static_html_jsonld,agency-web-archetypes/0.1.0,Cresiente,EOM GRUPO,Ancón,Avenida Los Andes La Victoria - Lambayeque Centro Comercial Galerias El Virrey Trujillo - La Libertad &copy Copyright EOM GRUPO,,,Lote,,,En construccion,,,,,,Proyectos desarrollados por EOM GRUPO,,,202-4646,,,BCP,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/cresiente_esparq.com_jj1p08.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,Cresiente,2026-06-12T17:56:55.365Z,https://eomgrupo.com/proyectos-filtro.php?codigod=002,agency_website,phase5_static_html_jsonld,agency-web-archetypes/0.1.0,Cresiente,EOM GRUPO,Ate,Av. C�sar Vallejo Victor Larco Herrera - La Libertad Urb,,,Oficina,,,En construccion,,,,,,Proyectos desarrollados por EOM GRUPO,,,202-4646,,,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/cresiente_esparq.com_jj1p09.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,PADOVA,2026-06-12T17:56:55.365Z,https://padovasac.com/proyectos/heliocercado,agency_website,phase5_static_html_jsonld,agency-web-archetypes/0.1.0,PADOVA,Helio,Carabayllo,"Cercado de Lima Nº de pisos: 23 Metros 2 : 35m² Habitaciones: 3 Teléfono: 998159176 Precio de remate S/ 350,000 DESCRIPC",,,Departamento,3 dormitorios,35m²,Disponible,,,,,,"Helio estará ubicado estratégicamente a pocos metros de la Universidad San Marcos y la Universidad Católica. Frente a tu depa estará la estación del primer metro subterráneo del Perú. Este conectará Lima y podrás desplazarte de manera rápida como en las ciudades más avanzadas del mundo. Los ambientes de los departamentos están pensados según la tendencia de los nuevos estilos de vida, con espacios funcionales e innovadores. Contarán con amplias estaciones de trabajo y balcones que te harán sentir libre desde tu hogar. Las áreas sociales de Helio te llevarán a crear momentos inolvidables y seguros con las personas que más quieres. Eleva tu forma de vivir por los cielos con Helio.",parrilla | terraza | lobby | sum | lavanderia | lavandería | estacionamiento,,998159176,,servicioalcliente@padovasac.com,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/padova_padovasac.com_ri99mm.json
webs_propias_phase5_2026-06-12T17-56-55-365Z,PADOVA,2026-06-12T17:56:55.365Z,https://padovasac.com/proyectos/lomas-de-carabayllo-iv,agency_website,phase5_static_html_jsonld,agency-web-archetypes/0.1.0,PADOVA,Lomas de Carabayllo: IV ETAPA,Carabayllo,"Carabayllo Nº de pisos: 5 Metros 2 : Desde 55m² Habitaciones: 3 y 4 Teléfono: 998 157 192 / 946 369 922 Desde S/ 167,825",,,Departamento,4 dormitorios,55m²,Entrega inmediata,,,,,,"Disfruta de vivir en las Lomas de Carabayllo. Disfruta tranquilo de ver a tu familia crecer, con las mejores áreas comunes y verdes para que jueguen tus hijos, y en un moderno departamento con balcón y finos acabados. Vive en la mejor zona de Carabayllo, cerca de los principales centros comerciales, parques zonales y con la mejor facilidad de acceso. Vive en lo más seguro de Carabayllo en un condominio cerrado con seguridad 24 horas. * En la tercera etapa.",terraza | lobby | sum | lavanderia | lavandería | estacionamiento,,998 157 192,,servicioalcliente@padovasac.com,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-12T17-56-55-365Z/padova_padovasac.com_4aclol.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,ABRIL GRUPO INMOBILIARIO,2026-06-14T17:51:49.157Z,https://abril.pe/proyectos/proximos-proyectos/proximos-proyectos-gracias,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,ABRIL GRUPO INMOBILIARIO,Próximos Proyectos Gracias,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/abril_grupo_inmobiliario_abril.pe_trey76.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,ABRIL GRUPO INMOBILIARIO,2026-06-14T17:51:49.157Z,https://abril.pe/proyectos/proximos-proyectos-4,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,ABRIL GRUPO INMOBILIARIO,Próximos proyectos,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/abril_grupo_inmobiliario_abril.pe_qiy3sj.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,EE INMOBILIARIA,2026-06-14T17:51:49.157Z,https://eeinmobiliaria.com/areas-comunes/facil-acceso-al-departamento,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,EE INMOBILIARIA,Fácil acceso al departamento,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/ee_inmobiliaria_eeinmobiliaria.com_rwx4ci.json
webs_propias_phase5_2026-06-14T17-51-49-157Z,EE INMOBILIARIA,2026-06-14T17:51:49.157Z,https://eeinmobiliaria.com/proyectos-sitemap.xml,agency_website,phase5_fetch_failed,agency-web-archetypes/0.1.0,EE INMOBILIARIA,proyectos sitemap.xml,,,,,,,,,,,,,,,,,,,,,baja,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-51-49-157Z/ee_inmobiliaria_eeinmobiliaria.com_esagd6.json
webs_propias_phase5_2026-06-14T17-53-29-290Z,ALBAMAR GRUPO INMOBILIARIO,2026-06-14T17:53:29.290Z,https://albamar.com.pe/departamentos/distrito/barranco,agency_website,phase5_wordpress_html_jsonld,agency-web-archetypes/0.1.0,ALBAMAR GRUPO INMOBILIARIO,Venta de departamentos en Barranco I Albamar,Barranco,,,,Departamento,3 hab,,En construccion,,,,,,"Encuentra los mejores departamentos en Barranco de 1,2 y 3 habitaciones. ¡Haz Clic aquí y Descúbrelo!",gimnasio | coworking | parrilla | lobby | sum | lavanderia | lavandería | sala bar,,993 544 800,51993544800,ventas@albamar.com.pe,,alta,outputs/webs-propias/evidence/webs_propias_phase5_2026-06-14T17-53-29-290Z/albamar_grupo_inmobiliario_albamar.com.pe_4lf0ol.json
